Delivery optimization problem
type;identifier;x;y;demand
client;random client 44;1665.9588268071125;6364.951108082624;88
client;random client 45;7353.413500971563;3420.2165438035636;116
client;random client 46;1595.9552871781734;838.4292891631239;85
client;random client 47;1902.4168639446937;7456.879728937304;78
client;random client 48;1002.7060746148009;6854.985279699557;81
client;random client 49;5853.287474179887;262.65499056258415;95
client;random client 50;7460.795282404394;5399.057480051796;81
client;random client 51;8421.776660382824;6439.11100661562;82
client;random client 52;7531.052013602964;762.9807301373526;77
client;random client 53;6517.35614759018;9211.885229752612;118
client;random client 54;1896.6461686971847;7545.784108305718;93
client;random client 55;2883.754808125035;9033.083761319656;104
client;random client 56;9576.53107051949;2929.3312642034984;103
client;random client 57;292.518640536622;9037.711641232414;90
client;random client 58;4390.228378152036;5580.62812197675;115
client;random client 59;3607.9359742042984;4890.110550586642;117
client;random client 60;9583.241465855164;6042.186251905665;72
client;random client 61;9112.404540205036;238.92932366870068;101
client;random client 62;5368.388311809126;5088.128476220044;91
client;random client 63;9293.371604215474;5087.862672763018;107
client;random client 64;8238.51186193399;6627.712541257781;101
client;random client 65;9724.276839258304;5681.450424194304;79
client;random client 66;9664.873778579122;2889.6561230667185;103
client;random client 67;6693.746270116223;9412.485066902203;119
client;random client 68;395.6759752403383;3336.4475304499965;92
client;random client 69;3214.336495920277;2726.8404425494573;72
client;random client 70;3373.9007488497364;7594.725366245123;111
client;random client 71;8365.334004209928;9281.38905549921;73
client;random client 72;201.22291453278928;1783.1016620131213;81
client;random client 73;7164.396349441728;2369.918078060418;111
client;random client 74;7729.375952351534;4455.991704788215;76
client;random client 75;6323.395942275545;6072.115009153805;78
client;random client 76;7167.935327512668;3069.5987794444313;78
client;random client 77;3370.1583463870934;5960.309219029107;119
client;random client 78;4528.717962006851;4855.267516248416;89
client;random client 79;6515.898661700983;3822.2326469862724;94
client;random client 80;288.60187617663627;5883.874649460018;86
client;random client 81;6609.554139926211;721.0797390611667;94
client;random client 82;9894.293453282473;884.6014257976809;93
client;random client 83;1621.9870819102523;6891.990340167517;76
client;random client 84;3702.9665429975744;8266.562220503562;110
client;random client 85;3820.7041741477133;7596.113800624807;111
client;random client 86;8518.654108870618;5498.92627451369;78
client;random client 87;7896.0528051112915;2283.890206415249;114
client;random client 88;1408.5973216164282;4568.492112556426;106
client;random client 89;7588.467523852214;4835.255788902422;85
client;random client 90;1398.9258503227775;4831.18393454621;74
client;random client 91;8216.905554820147;8264.926414163701;90
client;random client 92;468.6924782414326;5135.947500290074;86
client;random client 93;4394.250353462807;6490.450669126325;87
client;random client 94;1902.1762428204493;6481.677817300987;73
client;random client 95;4932.128650963561;7696.378992087638;78
client;random client 96;4210.319989800672;9642.896248096404;97
client;random client 97;2565.962062488758;3295.7843535264196;85
client;random client 98;3135.0496123294315;7670.192397227695;107
client;random client 99;8930.20410504948;7985.221966563516;101
client;random client 100;7780.745459430128;1879.1252674906566;105
client;random client 101;2782.202877226038;4781.797000492639;75
client;random client 102;1969.0018967884248;2735.2323602225247;105
client;random client 103;7886.619399495176;7247.408010759709;74
client;random client 104;2492.1791398265946;3357.5279047577765;114
client;random client 105;8867.333332987468;4378.085646862421;70
client;random client 106;7509.82216264065;3491.9473300715354;96
client;random client 107;3644.2642544438786;3003.6724142960925;100
client;random client 108;5744.245348618861;3573.7668944280754;71
client;random client 109;4344.767226692138;5061.460313747268;78
client;random client 110;7927.497030373046;2433.510543623997;89
client;random client 111;1802.419379416258;3060.5465922613107;112
client;random client 112;167.94043190759945;9800.42198647237;108
client;random client 113;5503.228099962134;7765.7088274794605;91
client;random client 114;6500.657676552739;1217.2958710083947;86
client;random client 115;9778.263267323933;8838.2524922639;79
client;random client 116;1702.269180316991;1079.8055079700841;101
client;random client 117;3101.7451268024433;7789.732071161688;106
client;random client 1;-3583.4683761199094;-6693.630355980504;28
client;random client 2;-5414.348992476492;-192.32225737367662;7
client;random client 3;-1958.4488663484935;-6149.474372707886;5
client;random client 4;-8999.174176369988;-9614.231306378644;31
client;random client 5;-1994.8647655683608;-1264.6026692226442;37
client;random client 6;-2475.5334920142695;-9369.750593386547;16
client;random client 7;-978.1758647398128;-1906.224686657577;16
client;random client 8;-3889.6838019673287;-7527.861141255845;36
client;random client 9;-1456.6401128448742;-3227.39422768893;14
client;random client 10;-2007.5367082991415;-31.46720715072115;23
client;random client 11;-7005.855638158513;-9745.820371265141;35
client;random client 12;-2184.1901241044716;-6898.833686349759;38
client;random client 13;-4529.712874271458;-9760.27382888391;33
client;random client 14;-5339.9175657261785;-8483.284735318555;25
client;random client 15;-6744.109608717053;-5637.100217413171;28
client;random client 16;-5907.608569019261;-7987.400511688061;7
client;random client 17;-527.1689748335903;-2879.593194462369;14
client;random client 18;-174.98288822687937;-8344.207922055843;20
client;random client 19;-3286.3421154352245;-4115.863782364533;30
client;random client 20;-7837.595158806498;-2439.803567905644;29
client;random client 21;-4791.402119151274;-7787.326421538875;22
client;random client 22;-482.3309554219122;-4505.397306524842;17
client;random client 23;-5224.936991777889;-8586.233758729002;23
client;random client 24;-1780.4842483322755;-2826.766858753649;6
client;random client 25;-836.9338888464117;-8305.708551268292;36
client;random client 26;-1089.0136327793261;-3553.129978745046;16
client;random client 27;-7673.424611037707;-4246.039511801646;26
client;random client 28;-3378.561440136612;-1310.359882618599;26
client;random client 29;-9638.825602028488;-3588.4683864247318;24
client;random client 30;-1865.240966354174;-3120.993855815437;26
client;random client 31;-669.8404482696824;-6840.8541397166455;23
client;random client 32;-1495.7186853866024;-8711.938449202855;35
client;random client 33;-8421.220679645457;-1504.9362157923642;8
client;random client 34;-6913.7270275007995;-5448.8782843780755;33
client;random client 35;-4415.758681883748;-6560.4472563642175;32
client;random client 36;-4077.990386115933;-8236.532419165573;6
client;random client 37;-7670.4968468978495;-7544.095760433973;25
client;random client 38;-3295.593389439773;-9203.472519748526;14
client;random client 39;-7547.313713352569;-8430.363139626492;12
client;random client 40;-3056.147469586298;-5371.701870135696;10
client;random client 41;-7161.799748983839;-1373.009417623456;37
client;random client 42;-4624.974982500027;-8482.022875219549;19
client;random client 43;-6721.840492650492;-1255.9718902051045;32
client;random client 44;-2291.492204246316;-8268.200838260373;7
client;random client 45;-2944.2527845573004;-8400.23298114705;19
client;random client 46;-6110.937810164187;-471.0272111254071;24
client;random client 47;-5975.010057438483;-4997.88604194144;36
client;random client 48;-603.012038904073;-8018.175845474597;6
client;random client 49;-2206.3939165499833;-7889.172800543231;35
client;random client 50;-1637.7885589182788;-2027.906943345316;39
client;random client 51;-1779.4872612260842;-7722.279654652002;20
client;random client 52;-3727.572972988968;-7872.656693049004;23
client;random client 53;-9474.071161332577;-9350.738684945018;35
client;random client 54;-5959.4694111389745;-6894.660765392931;7
client;random client 55;-6454.477203659893;-2778.472244159422;13
client;random client 56;-523.7094540747603;-821.8447537227767;15
client;random client 57;-751.6963622531239;-7795.664476645875;26
client;random client 58;-8778.414483950495;-3448.1105722735992;36
client;random client 59;-4852.957662780769;-7594.329644385511;34
client;random client 60;-8912.01067994205;-9670.261195296702;16
client;random client 61;-4167.795641310649;-1280.2364268406345;39
client;random client 62;-512.0746491455757;-8479.187407903259;13
client;random client 63;-8658.271926969986;-3426.105242758138;24
client;random client 64;-417.15462630426555;-9193.97308236842;33
client;random client 65;-6981.133358679719;-451.6814282744799;8
client;random client 66;-3906.4933501144114;-2893.811902973317;31
client;random client 67;-5650.908317851119;-239.16503438111613;34
client;random client 68;-6160.748459670697;-3770.644517407268;11
client;random client 69;-1488.6310118053316;-9264.228243292244;10
client;random client 70;-4381.288077207042;-3664.9645448086076;9
client;random client 71;-6349.064846498111;-1100.736501155674;25
client;random client 72;-3966.414008741521;-2307.6632442833234;32
client;random client 73;-1139.639659199118;-8974.772112324552;22
client;random client 74;-6431.38729702403;-370.05948580586664;19
client;random client 75;-6253.726115805076;-3678.790436097828;29
client;random client 76;-6413.610246745819;-3967.1848069530633;16
client;random client 77;-3609.6487737886227;-497.0553418484142;15
client;random client 78;-9159.375701269211;-6258.525222922328;5
client;random client 79;-1662.0089526156098;-514.8415632261222;37
client;random client 80;-2428.848469967189;-5153.407279903852;17
client;random client 81;-6711.132837632663;-7777.036697331524;21
client;random client 82;-9306.325499059109;-6247.584706636855;29
client;random client 83;-4112.977503711781;-9758.822882054576;18
client;random client 84;-9523.539111165559;-7633.889168052562;6
client;random client 85;-9711.195921815575;-7446.099144055108;5
client;random client 86;-6403.414629641635;-6280.8845739019725;27
client;random client 87;-4557.400888270719;-8508.973000399412;6
client;random client 88;-5860.637590309198;-7935.40857429929;28
client;random client 89;-3505.400412398606;-7126.29109787999;35
client;random client 90;-2800.632147782938;-8391.896915277122;39
client;random client 91;-8790.051503086637;-5636.100378382431;19
client;random client 92;-3017.4234091363396;-6177.191155126879;37
client;random client 93;-5346.355411592212;-9379.821071749167;9
client;random client 94;-6107.54072554256;-5857.888772456331;14
client;random client 95;-1896.439430889547;-2421.32212775065;37
client;random client 96;-7423.499079976114;-3844.192230019681;12
client;random client 97;-9318.858490255501;-4357.139462305445;23
client;random client 98;-5077.920096043715;-9952.309919360612;19
client;random client 99;-4127.644439869299;-2808.17183562597;23
client;random client 100;-7064.893491904781;-5781.156080368396;5
client;random client 101;-3062.029862309995;-3636.847783033387;25
client;random client 102;-1582.325793427257;-7392.064605276648;22
client;random client 103;-4021.521044674364;-2593.2392295851814;21
client;random client 104;-9845.743051245736;-3943.928564417405;25
client;random client 105;-8681.844632407849;-382.06974530731713;14
client;random client 106;-872.6056986700278;-1531.9466933346666;32
client;random client 107;-4817.368619462779;-2048.028358419847;21
client;random client 108;-4159.631097806425;-928.4114883850943;39
client;random client 109;-5230.837131078098;-7339.413196470668;19
client;random client 110;-5529.661878678714;-9882.643493249921;22
client;random client 111;-6031.808329561365;-1577.8333378504522;9
client;random client 112;-5292.384078957826;-185.38394260936366;13
client;random client 113;-1457.0877766870162;-2146.990056299507;17
client;random client 114;-7438.470632726609;-6205.185325175389;31
client;random client 115;-7322.4190092629005;-2343.7116867532895;30
client;random client 116;-5764.991094148094;-223.90662553756738;38
client;random client 117;-7167.041032970039;-6841.509049203047;28
client;random client 118;-697.3688554053188;-1366.3929580833392;40
client;random client 119;-7603.394472995931;-8762.756988103592;28
client;random client 120;-5563.094063377012;-8794.526541623236;24
client;random client 121;-5960.412067755722;-8473.047291606195;25
client;random client 122;-1559.2699813799718;-7363.920977549766;17
client;random client 123;-3423.4330442633345;-7144.262453171701;26
client;random client 124;-7286.80915589574;-9792.393859993019;5
client;random client 125;-7119.246111992245;-6189.748473190441;12
client;random client 126;-6211.92069767652;-4619.654481425475;15
client;random client 127;-232.91864698766585;-4857.722992660777;20
client;random client 128;-6098.094953151848;-6626.785490457512;23
client;random client 129;-6739.262387183726;-7873.623603592758;36
client;random client 130;-4071.4906134115618;-9428.851092577226;30
client;random client 131;-1267.0790744510869;-8933.351846522388;8
client;random client 132;-7732.0552058522735;-7973.311191340888;36
client;random client 133;-5612.749283562789;-4175.68675314735;26
